Circuit breaker Open/Close Status, Disconnector Open/Close Status, Earth switch Open/Close Status, Protection system healthy (Trip circuit healthy), Control level - Local or remote, Protection tripped, Circuit breaker mechanical failure, Auxiliary power failure, Intertrip command send, Intertrip command receive, Current Line 'L1', Current Line 'L2', Current Line 'L3', Voltage Phase 'L1-N', Voltage Phase 'L2-N', Voltage Phase 'L3-N', Active Power, Reactive power, Frequency, Power Factor
1,1,0,1,False,False,1,False,False,False,933,914,931,6347,6341,6356,14999839,9250263,50.01,0.85
1,1,0,1,False,False,1,False,False,False,922,932,923,6353,6349,6350,14999949,9250586,50.02,0.87
1,1,0,1,False,False,1,False,False,False,928,924,926,6341,6358,6358,15000837,9249565,49.96,0.87
1,1,0,1,False,False,1,False,False,False,924,928,919,6355,6361,6347,14999261,9250226,49.96,0.87
1,1,0,1,False,False,1,False,False,False,927,918,918,6354,6355,6348,15000900,9249034,49.97,0.83
1,1,0,1,False,False,1,False,False,False,915,929,928,6360,6361,6356,15000515,9250860,50.05,0.86
1,1,0,1,False,False,1,False,False,False,914,916,916,6354,6359,6342,15000295,9249136,49.95,0.87
1,1,0,1,False,False,1,False,False,False,921,917,927,6343,6352,6343,15000445,9249402,50.03,0.84
1,1,0,1,False,False,1,False,False,False,915,933,920,6341,6351,6349,15000290,9249355,49.96,0.83
1,1,0,1,False,False,1,False,False,False,920,929,931,6346,6350,6348,15001230,9249257,49.98,0.85
1,1,0,1,False,False,1,False,False,False,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
0,1,0,1,False,True,1,False,False,True,0,0,0,0,0,0,0,0,0.0,0.0
